location.name,treatment.name,treatment,block,event.type,sample.id,lab.id.x,method,cas.number,analyte,analyte_abbr,result,units,dilution,result.reported.to,mdl,rl,flag,non.detect,duplicate,method.name,event.count,flow.vol.liter,long,lat,collected,received
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0.182,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00
Kerbel,CT2,CT,2,Outflow,K-CT2-02-GBH,HS23081041-08,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-GB,HS23081041-07,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-ISC,HS23081041-06,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-LC,HS23081041-05,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-GBH,HS23081597-08,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-GB,HS23081597-07,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-ISC,HS23081597-06,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-LC,HS23081597-05,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GBH,HS23091357-08,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Hourly Grab,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GB,HS23091357-07,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Grab Sample,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-ISC,HS23091357-06,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,ISCO,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-LC,HS23091357-05,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GBH-D,HS23091357-27,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,2,RL,0.06,0.2,NA,FALSE,TRUE,Hourly Grab,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-05-GB,HS23091835-07,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-ISC,HS23091835-06,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,ISCO,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-GBH,HS23091835-08,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-LC,HS23091835-05,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0,mg/L,5,RL,0.15,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-01-LC,HS23071021-05,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,5.9,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GBH,HS23071021-07,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,8.7,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GB,HS23071021-06,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,11,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,29,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00
Kerbel,CT2,CT,2,Outflow,K-CT2-02-GBH,HS23081041-08,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.6,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-GB,HS23081041-07,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,3.1,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-ISC,HS23081041-06,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.53,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-LC,HS23081041-05,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.63,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-GBH,HS23081597-08,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.56,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-GB,HS23081597-07,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.65,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-ISC,HS23081597-06,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.8,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-LC,HS23081597-05,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.57,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GBH,HS23091357-08,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,2.6,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GB,HS23091357-07,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,3.1,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-ISC,HS23091357-06,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,2.7,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GBH-D,HS23091357-27,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.8,mg/L,1,RL,0.1,0.5,NA,FALSE,TRUE,Hourly Grab,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-LC,HS23091357-05,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.3,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-05-GB,HS23091835-07,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,2.2,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Grab Sample,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-ISC,HS23091835-06,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,0.64,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-LC,HS23091835-05,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,1.7,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-GBH,HS23091835-08,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,2,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GBH-4,NA,EPA150.1,NA,pH,pH,8.22,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-01-LC-4,NA,EPA150.1,NA,pH,pH,8.21,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GB-4,NA,EPA150.1,NA,pH,pH,8.22,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,NA,NA,7/17/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC-4,NA,EPA150.1,NA,pH,pH,8.01,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,NA,NA,8/1/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-02-ISC-4,NA,EPA150.1,NA,pH,pH,8.04,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 2,NA,NA,NA,8/15/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-02-LC-4,NA,EPA150.1,NA,pH,pH,8.08,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 2,NA,NA,NA,8/15/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-02-ISC-4,NA,EPA150.1,NA,pH,pH,7.92,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 2,NA,NA,NA,8/15/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-02-GBH-4,NA,EPA150.1,NA,pH,pH,8.13,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 2,NA,NA,NA,8/15/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-02-GB-4,NA,EPA150.1,NA,pH,pH,8.06,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 2,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-03-ISC-4,NA,EPA150.1,NA,pH,pH,8.19,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 3,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-03-GBH-4,NA,EPA150.1,NA,pH,pH,8.29,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 3,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-03-LC-4,NA,EPA150.1,NA,pH,pH,8.26,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 3,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-03-GB-4,NA,EPA150.1,NA,pH,pH,8.31,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 3,NA,NA,NA,8/23/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-04-ISC-4,NA,EPA150.1,NA,pH,pH,8.26,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-04-LC-4,NA,EPA150.1,NA,pH,pH,8.21,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GBH-4,NA,EPA150.1,NA,pH,pH,8.24,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-04-LC-4,NA,EPA150.1,NA,pH,pH,8.17,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GBH-4-D,NA,EPA150.1,NA,pH,pH,8.1,pH,1,RL,0.1,0.1,NA,FALSE,TRUE,Hourly Grab,Irrigation 4,NA,NA,NA,9/20/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-05-GBH-4,NA,EPA150.1,NA,pH,pH,8.23,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 5,NA,NA,NA,9/26/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-05-GB-4,NA,EPA150.1,NA,pH,pH,8.17,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 5,NA,NA,NA,9/26/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-05-LC-4,NA,EPA150.1,NA,pH,pH,8.12,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 5,NA,NA,NA,9/26/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-05-ISC-4,NA,EPA150.1,NA,pH,pH,8.23,pH,1,RL,0.1,0.1,NA,FALSE,FALSE,ISCO,Irrigation 5,NA,NA,NA,9/26/2023 0:00,NA
Kerbel,CT2,CT,2,Outflow,K-CT2-01-LC,HS23071021-05,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.14,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GBH,HS23071021-07,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.965,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GB,HS23071021-06,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.15,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.88,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00
Kerbel,CT2,CT,2,Outflow,K-CT2-02-GBH,HS23081041-08,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.777,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Hourly Grab,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-GB,HS23081041-07,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.962,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Grab Sample,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-LC,HS23081041-05,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.21,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-02-ISC,HS23081041-06,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.915,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,ISCO,Irrigation 2,NA,-104.99666,40.67637,8/16/2023 16:00,8/17/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-GBH,HS23081597-08,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.741,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Hourly Grab,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-GB,HS23081597-07,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.22,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-LC,HS23081597-05,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.38,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-03-ISC,HS23081597-06,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.976,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,ISCO,Irrigation 3,NA,-104.99666,40.67637,8/24/2023 2:00,8/25/2023 9:50
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GBH,HS23091357-08,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.05,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Hourly Grab,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GB,HS23091357-07,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.73,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-LC,HS23091357-05,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.13,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-ISC,HS23091357-06,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.25,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,ISCO,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-04-GBH-D,HS23091357-27,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.706,mg/L,1,RL,0.02,0.05,NA,FALSE,TRUE,Hourly Grab,Irrigation 4,NA,-104.99666,40.67637,9/21/2023 2:00,9/22/2023 9:30
Kerbel,CT2,CT,2,Outflow,K-CT2-05-GB,HS23091835-07,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.13,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Grab Sample,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-LC,HS23091835-05,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.23,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-ISC,HS23091835-06,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.09,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,ISCO,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-05-GBH,HS23091835-08,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.979,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Hourly Grab,Irrigation 5,NA,-104.99666,40.67637,9/27/2023 2:00,9/29/2023 9:15
Kerbel,CT2,CT,2,Outflow,K-CT2-01-LC,HS23071021-05,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GBH,HS23071021-07,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Hourly Grab,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-01-GB,HS23071021-06,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Grab Sample,Irrigation 1,NA,-104.99666,40.67637,7/18/2023 16:00,7/18/2023 13:35
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0.105,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00
