location.name,treatment.name,treatment,block,event.type,sample.id,lab.id.x,method,cas.number,analyte,analyte_abbr,result,units,dilution,result.reported.to,mdl,rl,flag,non.detect,duplicate,method.name,event.count,flow.vol.liter,long,lat,collected,received,notes
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,NA,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,NA,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,NA,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,Hourly Grab,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,NA,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,NA,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,NA,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,NA,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,NA,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,NA,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,NA,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,NA,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,NA,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,NA,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,NA,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,NA,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,M4500 NH3 D - TKN_W 4500NH3 D,7727-37-9TKN,"Nitrogen, Total Kjeldahl",TKN,NA,mg/L,1,RL,0.1,0.5,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,E160.1 - TDS_W_160.1,TDS,"Total Dissolved Solids (Residue, Filterable)",TDS,NA,mg/L,1,RL,5,10,NA,FALSE,FALSE,ISCO,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,"Added these empty results because data was collected by LCS but not other methods due to equipment failures and weather.  However, runoff was observed so we should impute the missing data on these storms"
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0.074,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0.094,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0.098,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0.105,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0.164,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0.166,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0.182,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,SM4500P E - P-Ortho M4500P E,7723-14-0,"Phosphorus, Total Orthophosphate (as P)",OP,0.189,mg/L,1,RL,0.01,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0.209,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,E300 - 300_W,14797-65-0,"Nitrogen, Nitrite  (As N)",NO2,0.288,mg/L,2,RL,0.06,0.2,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,0.474,mg/L,1,RL,0.02,0.05,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,0.808,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,MT1,MT,1,Outflow,K-MT1-S1-LC,HS23080218-03,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.25,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99798,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,CT1,CT,1,Outflow,K-CT1-S1-LC,HS23080218-01,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.28,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99828,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,ST1,ST,1,Outflow,K-ST1-S1-LC,HS23080218-04,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,1.37,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99764,40.67641,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,CT2,CT,2,Outflow,K-CT2-S1-LC,HS23080218-02,SM4500P E - P_TW M4500P E,7723-14-0,"Phosphorus, Total (As P)",TP,1.88,mg/L,2,RL,0.04,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99666,40.67637,8/2/2023 2:00,8/3/2023 8:00,
Kerbel,ST2,ST,2,Outflow,K-ST2-S1-LC,HS23080218-05,E300 - 300_W,14797-55-8,"Nitrogen, Nitrate (As N)",NO3,1.9,mg/L,1,RL,0.03,0.1,NA,FALSE,FALSE,Low-Cost Sampler,Storm 1,NA,-104.99701,40.67636,8/2/2023 2:00,8/3/2023 8:00,
