"","analyte_abbr","analyte_name","S","block","treatment","C_obs","C_obs_standardized"
"2177",8,"TSS","ISCO","Block1","CT",1080.84321832468,0.878671691742992
"2178",9,"TDS","ISCO","Block1","CT",236.585436034229,-0.56743897754586
"2179",1,"NO3","GB","Block1","CT",11.348092848403,1.76215434761193
"2180",2,"NO2","GB","Block1","CT",0.137932050171647,1.69012025403391
"2181",3,"TKN","GB","Block1","CT",6.35743986154845,1.2960708818212
"2182",4,"pH","GB","Block1","CT",9.88475718238846,1.82608151972088
"2183",5,"TP","GB","Block1","CT",1.06724278735993,1.54988576606641
"2184",6,"OP","GB","Block1","CT",0.420118537855407,1.68113797566387
"2185",7,"EC","GB","Block1","CT",0.207181197664487,1.73187248348426
"2186",8,"TSS","GB","Block1","CT",834.305069522541,0.317168899145825
"2187",9,"TDS","GB","Block1","CT",732.546515816385,1.92735582921745
"2188",1,"NO3","GBH","Block1","CT",9.75775917111333,1.27229546982419
"2189",2,"NO2","GBH","Block1","CT",0.111465629773346,1.03444165407325
"2190",3,"TKN","GBH","Block1","CT",7.36310008597407,1.74895634591734
"2191",4,"pH","GBH","Block1","CT",8.27371038288288,1.23588945240502
"2192",5,"TP","GBH","Block1","CT",0.782205345427926,0.678849973341916
"2193",6,"OP","GBH","Block1","CT",0.325654017746222,0.932627655183565
"2194",7,"EC","GBH","Block1","CT",0.168156644777067,1.07101157092536
"2195",8,"TSS","GBH","Block1","CT",1357.93546034553,1.50976293850411
"2196",9,"TDS","GBH","Block1","CT",604.298188547513,1.28223814984834
"2197",1,"NO3","LCS","Block2","CT",5.2299385574206,-0.12237607384057
"2198",2,"NO2","LCS","Block2","CT",0.0700933636704308,0.00948591365506416
"2199",3,"TKN","LCS","Block2","CT",2.54894040832718,-0.419035274800584
"2200",4,"pH","LCS","Block2","CT",4.91817177113978,0.00661897383752484
"2201",5,"TP","LCS","Block2","CT",0.579033984403286,0.0579858289351385
"2202",6,"OP","LCS","Block2","CT",0.206413061530094,-0.0122041848400871
"2203",7,"EC","LCS","Block2","CT",0.104971482899494,0.00100305964127097
"2204",8,"TSS","LCS","Block2","CT",478.356207617505,-0.493522188430511
"2205",9,"TDS","LCS","Block2","CT",396.75958836868,0.238272719826083
"2206",1,"NO3","ISCO","Block2","CT",0.914160548262672,-1.45173368132709
"2207",2,"NO2","ISCO","Block2","CT",0.0522854189842651,-0.431687772256446
"2208",3,"TKN","ISCO","Block2","CT",3.1241352225378,-0.16000407912189
"2209",4,"pH","ISCO","Block2","CT",2.15197646252533,-1.00675104638264
"2210",5,"TP","ISCO","Block2","CT",0.1047971363238,-1.39121770764661
"2211",6,"OP","ISCO","Block2","CT",0.111306191381442,-0.765804306584895
"2212",7,"EC","ISCO","Block2","CT",0.0283681241479333,-1.29623577652623
"2213",8,"TSS","ISCO","Block2","CT",246.0112756338,-1.02269922974655
"2214",9,"TDS","ISCO","Block2","CT",189.539547988694,-0.80409028338446
"2215",1,"NO3","GB","Block2","CT",10.440608638773,1.48262860852486
"2216",2,"NO2","GB","Block2","CT",0.120329694848505,1.25403983512584
"2217",3,"TKN","GB","Block2","CT",5.76183624615145,1.02784885889047
"2218",4,"pH","GB","Block2","CT",8.42635522861508,1.29180947725808
"2219",5,"TP","GB","Block2","CT",0.800821482593479,0.735738365559991
"2220",6,"OP","GB","Block2","CT",0.341188246557653,1.05571652042757
"2221",7,"EC","GB","Block2","CT",0.198125271499104,1.57851498962684
"2222",8,"TSS","GB","Block2","CT",852.380063476422,0.358335589293347
"2223",9,"TDS","GB","Block2","CT",681.455557537265,1.67035691824787
"2224",1,"NO3","GBH","Block2","CT",8.52810544148851,0.893534204397134
"2225",2,"NO2","GBH","Block2","CT",0.0963955581340245,0.661095983405535
"2226",3,"TKN","GBH","Block2","CT",7.23761689061182,1.69244668809493
"2227",4,"pH","GBH","Block2","CT",6.9959800382525,0.767804779879654
"2228",5,"TP","GBH","Block2","CT",0.9894125331564,1.31204705719849
"2229",6,"OP","GBH","Block2","CT",0.301240232496883,0.739179679160414
"2230",7,"EC","GBH","Block2","CT",0.155534254031004,0.857257817200553
"2231",8,"TSS","GBH","Block2","CT",885.129810911556,0.432924754219861
"2232",9,"TDS","GBH","Block2","CT",453.583149678025,0.524107902132361
"2233",1,"NO3","LCS","Block1","MT",3.59957455870518,-0.624565199431708
"2234",2,"NO2","LCS","Block1","MT",0.0637793130370084,-0.146938257694867
"2235",3,"TKN","LCS","Block1","MT",4.22714556648524,0.336721693051107
"2236",4,"pH","LCS","Block1","MT",4.78978166967546,-0.0404155501932932
"2237",5,"TP","LCS","Block1","MT",0.444053722914664,-0.354495556917133
"2238",6,"OP","LCS","Block1","MT",0.188054718012364,-0.15767054166973
"2239",7,"EC","LCS","Block1","MT",0.106591342067636,0.0284345490208707
"2240",8,"TSS","LCS","Block1","MT",601.079862893396,-0.214013011088348
"2241",9,"TDS","LCS","Block1","MT",410.618392279052,0.30798559334175
"2242",1,"NO3","ISCO","Block1","MT",2.69263242591183,-0.903923966546363
"2243",2,"NO2","ISCO","Block1","MT",0.0296395753896764,-0.992715474513502
"2244",3,"TKN","ISCO","Block1","MT",0.397383897433817,-1.38795961455117
"2245",4,"pH","ISCO","Block1","MT",2.00643597130509,-1.06006845678797
"2246",5,"TP","ISCO","Block1","MT",0.28608373268203,-0.837230438118408
"2247",6,"OP","ISCO","Block1","MT",0.0733818268694688,-1.0663063173087
"2248",7,"EC","ISCO","Block1","MT",0.0560616326882244,-0.827260324617993
"2249",8,"TSS","ISCO","Block1","MT",-26.738720970226,-1.64390079842119
"2250",9,"TDS","ISCO","Block1","MT",166.759640029769,-0.91867829924134
"2251",1,"NO3","GB","Block1","MT",9.07534255500986,1.06209565922982
"2252",2,"NO2","GB","Block1","MT",0.134633710753022,1.60840725546241
"2253",3,"TKN","GB","Block1","MT",6.42717804198658,1.32747652703401
"2254",4,"pH","GB","Block1","MT",8.29748701798237,1.2445998023635
"2255",5,"TP","GB","Block1","MT",0.829194167867719,0.822441446537914
"2256",6,"OP","GB","Block1","MT",0.371480094331432,1.29574061263578
"2257",7,"EC","GB","Block1","MT",0.176929787221881,1.21958026660817
"2258",8,"TSS","GB","Block1","MT",1183.23338009156,1.11187033481678
"2259",9,"TDS","GB","Block1","MT",591.713407969447,1.21893389774008
"2260",1,"NO3","GBH","Block1","MT",8.6550125586635,0.932624477646308
"2261",2,"NO2","GBH","Block1","MT",0.0892516527182247,0.484113005322724
"2262",3,"TKN","GBH","Block1","MT",8.4709096034659,2.24784336090888
"2263",4,"pH","GBH","Block1","MT",7.0294080892384,0.780050836619757
"2264",5,"TP","GBH","Block1","MT",0.746362615365361,0.569319447871848
"2265",6,"OP","GBH","Block1","MT",0.292761325227715,0.67199519984445
"2266",7,"EC","GBH","Block1","MT",0.155421305278406,0.855345087644618
"2267",8,"TSS","GBH","Block1","MT",1126.83503863848,0.983420330719567
"2268",9,"TDS","GBH","Block1","MT",411.257196554753,0.311198921271148
"2269",1,"NO3","LCS","Block2","MT",1.93386411531344,-1.13764183244987
"2270",2,"NO2","LCS","Block2","MT",0.0491009309053679,-0.510580219884036
"2271",3,"TKN","LCS","Block2","MT",3.33680217805869,-0.0642323954958404
"2272",4,"pH","LCS","Block2","MT",3.51662408330935,-0.506825035098939
"2273",5,"TP","LCS","Block2","MT",0.502552557344612,-0.175731046978459
"2274",6,"OP","LCS","Block2","MT",0.170159422906647,-0.299467832961614
"2275",7,"EC","LCS","Block2","MT",0.079115921198628,-0.436847699332207
"2276",8,"TSS","LCS","Block2","MT",836.037365604489,0.321114288905363
"2277",9,"TDS","LCS","Block2","MT",196.894621338246,-0.767092624608726
"2278",1,"NO3","ISCO","Block2","MT",0.00876435032184575,-1.73061626540997
"2279",2,"NO2","ISCO","Block2","MT",0.0138851227416099,-1.38301598738883
"2280",3,"TKN","ISCO","Block2","MT",0.753998499450374,-1.22736305756795
"2281",4,"pH","ISCO","Block2","MT",0.481283170741403,-1.61879405347052
"2282",5,"TP","ISCO","Block2","MT",0.133780043328347,-1.30264987176143
"2283",6,"OP","ISCO","Block2","MT",-0.0344943205853415,-1.92108660529674
"2284",7,"EC","ISCO","Block2","MT",0.00274456029841235,-1.73015777013515
"2285",8,"TSS","ISCO","Block2","MT",445.422710555151,-0.568529852195131
"2286",9,"TDS","ISCO","Block2","MT",108.017890164515,-1.2141623976476
"2287",1,"NO3","GB","Block2","MT",7.25183841624838,0.500414985663687
"2288",2,"NO2","GB","Block2","MT",0.116666723249304,1.16329344578738
"2289",3,"TKN","GB","Block2","MT",4.47030257542868,0.44622415936022
"2290",4,"pH","GB","Block2","MT",7.10286483506393,0.806961034815345
"2291",5,"TP","GB","Block2","MT",0.93767179910649,1.1539343861268
"2292",6,"OP","GB","Block2","MT",0.366550147913132,1.25667710213208
"2293",7,"EC","GB","Block2","MT",0.162546559494359,0.976007636090799
"2294",8,"TSS","GB","Block2","MT",942.533089238146,0.563663551607688
"2295",9,"TDS","GB","Block2","MT",472.663224092046,0.620084930373498
"2296",1,"NO3","GBH","Block2","MT",7.65392747106501,0.624267543133815
"2297",2,"NO2","GBH","Block2","MT",0.0792827708104099,0.23714411288766
"2298",3,"TKN","GBH","Block2","MT",3.31756337873573,-0.0728963282520612
"2299",4,"pH","GBH","Block2","MT",5.49750035417143,0.218850632271999
"2300",5,"TP","GBH","Block2","MT",0.770157781471654,0.642034250642741
"2301",6,"OP","GBH","Block2","MT",0.277903041270334,0.55426233173829
"2302",7,"EC","GBH","Block2","MT",0.134796143353762,0.506068482976866
"2303",8,"TSS","GBH","Block2","MT",676.087518717074,-0.0431793757430786
"2304",9,"TDS","GBH","Block2","MT",412.984361362811,0.319886945330336
"2305",1,"NO3","LCS","Block1","ST",2.91347907502263,-0.835898184761392
"2306",2,"NO2","LCS","Block1","ST",0.0508622356319398,-0.466945689794849
"2307",3,"TKN","LCS","Block1","ST",1.65379755094739,-0.822150739199439
"2308",4,"pH","LCS","Block1","ST",3.53889058643704,-0.498667907995706
"2309",5,"TP","LCS","Block1","ST",0.396236418465361,-0.500618758853821
"2310",6,"OP","LCS","Block1","ST",0.222280082446291,0.113521631554504
"2311",7,"EC","LCS","Block1","ST",0.0781722448210268,-0.452828377800475
"2312",8,"TSS","LCS","Block1","ST",419.203901836182,-0.628244482104546
"2313",9,"TDS","LCS","Block1","ST",162.988133476238,-0.937649818070106
"2314",1,"NO3","ISCO","Block1","ST",0.347178721079882,-1.62637695622971
"2315",2,"NO2","ISCO","Block1","ST",0.00413912493440406,-1.62446315331757
"2316",3,"TKN","ISCO","Block1","ST",1.64791904431639,-0.824798045057932
"2317",4,"pH","ISCO","Block1","ST",0.74573632596447,-1.52191409043207
"2318",5,"TP","ISCO","Block1","ST",0.0212193637941429,-1.64662005358432
"2319",6,"OP","ISCO","Block1","ST",0.0413957470347473,-1.31975502842609
"2320",7,"EC","ISCO","Block1","ST",0.0163414774184625,-1.49990090897734
"2321",8,"TSS","ISCO","Block1","ST",165.865554422852,-1.20523506240902
"2322",9,"TDS","ISCO","Block1","ST",35.1243893178603,-1.5808329586499
"2323",1,"NO3","GB","Block1","ST",9.18498797306452,1.09586893725935
"2324",2,"NO2","GB","Block1","ST",0.113095353866253,1.07481640802478
"2325",3,"TKN","GB","Block1","ST",3.82954473488457,0.157667542582614
"2326",4,"pH","GB","Block1","ST",7.09961188663001,0.805769347297842
"2327",5,"TP","GB","Block1","ST",0.725300298330994,0.504955861494236
"2328",6,"OP","GB","Block1","ST",0.311093382823279,0.817253274411063
"2329",7,"EC","GB","Block1","ST",0.160009452311825,0.933043019103493
"2330",8,"TSS","GB","Block1","ST",1098.82865171186,0.919634403282932
"2331",9,"TDS","GB","Block1","ST",499.577779123268,0.755471142831403
"2332",1,"NO3","GBH","Block1","ST",6.49613698553287,0.267641788391171
"2333",2,"NO2","GBH","Block1","ST",0.102507052391832,0.812502026924899
"2334",3,"TKN","GBH","Block1","ST",5.4366346913565,0.881398742349154
"2335",4,"pH","GBH","Block1","ST",5.60104077495385,0.256781706037877
"2336",5,"TP","GBH","Block1","ST",0.607920810848187,0.146260055651402
"2337",6,"OP","GBH","Block1","ST",0.332083743363101,0.983574994740556
"2338",7,"EC","GBH","Block1","ST",0.120899247252253,0.270731630665617
"2339",8,"TSS","GBH","Block1","ST",880.558563623358,0.422513513077479
"2340",9,"TDS","GBH","Block1","ST",465.469685232875,0.583899826098798
"2341",1,"NO3","LCS","Block2","ST",1.78674577727459,-1.18295762057838
"2342",2,"NO2","LCS","Block2","ST",0.0256451991508057,-1.09167207614698
"2343",3,"TKN","LCS","Block2","ST",1.1178939157292,-1.0634876844736
"2344",4,"pH","LCS","Block2","ST",2.11713281761099,-1.01951569284178
"2345",5,"TP","LCS","Block2","ST",-0.00165624634468936,-1.71652481794186
"2346",6,"OP","LCS","Block2","ST",0.0690914281706875,-1.10030223134395
"2347",7,"EC","LCS","Block2","ST",0.052071955649005,-0.894823471761797
"2348",8,"TSS","LCS","Block2","ST",362.361507063396,-0.757705839537085
"2349",9,"TDS","LCS","Block2","ST",167.532007839119,-0.914793116959444
"2350",1,"NO3","ISCO","Block2","ST",-2.38686541262595,-2.4685246201349
"2351",2,"NO2","ISCO","Block2","ST",-0.00783478345920305,-1.92110453410972
"2352",3,"TKN","ISCO","Block2","ST",-0.614749842879394,-1.84376033886729
"2353",4,"pH","ISCO","Block2","ST",-0.697966187677091,-2.05080112920507
"2354",5,"TP","ISCO","Block2","ST",0.0092790261937785,-1.68310810707173
"2355",6,"OP","ISCO","Block2","ST",0.0424042073772324,-1.31176427196777
"2356",7,"EC","ISCO","Block2","ST",-0.0175203087205503,-2.07333299808441
"2357",8,"TSS","ISCO","Block2","ST",-219.494255833515,-2.08291103533654
"2358",9,"TDS","ISCO","Block2","ST",-62.3870419874759,-2.07133719847344
"2359",1,"NO3","GB","Block2","ST",7.17436594015165,0.476551704176208
"2360",2,"NO2","GB","Block2","ST",0.0788141279382992,0.225533963209586
"2361",3,"TKN","GB","Block2","ST",3.5824187288991,0.0463776922011128
"2362",4,"pH","GB","Block2","ST",5.59475736467423,0.254479836902938
"2363",5,"TP","GB","Block2","ST",0.775395020283372,0.65803854267235
"2364",6,"OP","GB","Block2","ST",0.193967428634653,-0.110819883690614
"2365",7,"EC","GB","Block2","ST",0.11689228626003,0.20287578858723
"2366",8,"TSS","GB","Block2","ST",588.839406363609,-0.241891254506392
"2367",9,"TDS","GB","Block2","ST",511.937212789985,0.817641849734057
"2368",1,"NO3","GBH","Block2","ST",4.32693785996675,-0.400520789388653
"2369",2,"NO2","GBH","Block2","ST",0.0690605408548087,-0.0161012193067467
"2370",3,"TKN","GBH","Block2","ST",3.03791693159414,-0.198831318938295
"2371",4,"pH","GBH","Block2","ST",4.18246377169763,-0.262900834814116
"2372",5,"TP","GBH","Block2","ST",0.443839097472126,-0.355151423182326
"2373",6,"OP","GBH","Block2","ST",0.139818922895755,-0.539877431829386
"2374",7,"EC","GBH","Block2","ST",0.103415763510754,-0.0253422552658439
"2375",8,"TSS","GBH","Block2","ST",725.186130875656,0.0686451348798809
"2376",9,"TDS","GBH","Block2","ST",301.556535399709,-0.240619862308232
"2377",1,"NO3","LCS","Block1","CT",6.10508665053057,0.147189407234779
"2378",2,"NO2","LCS","Block1","CT",0.0851358593444135,0.382148417877377
"2379",3,"TKN","LCS","Block1","CT",5.4530936832641,0.888810826478152
"2380",4,"pH","LCS","Block1","CT",6.20054866519072,0.476405866688985
"2381",5,"TP","LCS","Block1","CT",0.662812967748196,0.314003047855077
"2382",6,"OP","LCS","Block1","CT",0.309158659078514,0.801923066957927
"2383",7,"EC","LCS","Block1","CT",0.138813664210891,0.57410315098513
"2384",8,"TSS","LCS","Block1","CT",779.988365208568,0.193459926294538
"2385",9,"TDS","LCS","Block1","CT",532.630756004706,0.921734985768634
"2386",1,"NO3","ISCO","Block1","CT",2.80923306485841,-0.868008322578458
"2387",2,"NO2","ISCO","Block1","CT",0.0641567745190253,-0.137587034055882
"2388",3,"TKN","ISCO","Block1","CT",3.31417281719248,-0.0744232217303611
"2389",4,"pH","ISCO","Block1","CT",3.29024289516436,-0.589757685766643
"2390",5,"TP","ISCO","Block1","CT",0.432016508248767,-0.391279653587512
"2391",6,"OP","ISCO","Block1","CT",0.190051256021203,-0.141850535352866
"2392",7,"EC","ISCO","Block1","CT",0.0670831934595722,-0.640615810581182
"2393",8,"TSS","ISCO","Block1","CT",497.866747353206,-0.449085971967043
"2394",9,"TDS","ISCO","Block1","CT",168.824103002776,-0.908293590211195
"2395",1,"NO3","GB","Block1","CT",10.2924329481122,1.43698713178381
"2396",2,"NO2","GB","Block1","CT",0.141367667224226,1.77523416612082
"2397",3,"TKN","GB","Block1","CT",7.27118795653197,1.70756496303529
"2398",4,"pH","GB","Block1","CT",9.7926338784795,1.79233300093255
"2399",5,"TP","GB","Block1","CT",1.0425569671572,1.47444924508305
"2400",6,"OP","GB","Block1","CT",0.449690806776309,1.91546032718517
"2401",7,"EC","GB","Block1","CT",0.223275045595817,2.00441359525986
"2402",8,"TSS","GB","Block1","CT",1279.83283363656,1.33188035433068
"2403",9,"TDS","GB","Block1","CT",702.825342912551,1.77785170311955
"2404",1,"NO3","GBH","Block1","CT",9.06892371041812,1.06011850936919
"2405",2,"NO2","GBH","Block1","CT",0.11919101215623,1.22583013157569
"2406",3,"TKN","GBH","Block1","CT",6.16075558667138,1.20749678199639
"2407",4,"pH","GBH","Block1","CT",8.38978594353364,1.27841265851321
"2408",5,"TP","GBH","Block1","CT",0.924525003021393,1.11375955901584
"2409",6,"OP","GBH","Block1","CT",0.336438632645332,1.01808191404243
"2410",7,"EC","GBH","Block1","CT",0.180340441773616,1.27733796305085
"2411",8,"TSS","GBH","Block1","CT",1159.85575852865,1.05862664877616
"2412",9,"TDS","GBH","Block1","CT",572.777568561536,1.12368240373714
"2413",1,"NO3","LCS","Block2","CT",5.97736226964554,0.107847398208657
"2414",2,"NO2","LCS","Block2","CT",0.0740372816058045,0.107192462229029
"2415",3,"TKN","LCS","Block2","CT",3.67023693754303,0.0859254332888278
"2416",4,"pH","LCS","Block2","CT",4.78989200787793,-0.0403751288151958
"2417",5,"TP","LCS","Block2","CT",0.60024696992911,0.122809837803232
"2418",6,"OP","LCS","Block2","CT",0.231290808860547,0.184920096378118
"2419",7,"EC","LCS","Block2","CT",0.102168712811376,-0.0464604232452552
"2420",8,"TSS","LCS","Block2","CT",810.726414423111,0.263467349311278
"2421",9,"TDS","LCS","Block2","CT",413.217811623854,0.321061252191558
"2422",1,"NO3","ISCO","Block2","CT",2.72780246319463,-0.893090796601507
"2423",2,"NO2","ISCO","Block2","CT",0.037651063733094,-0.794239013338933
"2424",3,"TKN","ISCO","Block2","CT",2.78257345881025,-0.313821794217065
"2425",4,"pH","ISCO","Block2","CT",2.26588869338293,-0.965020356099126
"2426",5,"TP","ISCO","Block2","CT",0.191927018686509,-1.12496059546029
"2427",6,"OP","ISCO","Block2","CT",0.0696082742706456,-1.0962068880397
"2428",7,"EC","ISCO","Block2","CT",0.0417108120827092,-1.07028415704189
"2429",8,"TSS","ISCO","Block2","CT",520.215317570123,-0.398186001117404
"2430",9,"TDS","ISCO","Block2","CT",179.085898039136,-0.856674473291729
"2431",1,"NO3","GB","Block2","CT",10.5577792027574,1.51871980234335
"2432",2,"NO2","GB","Block2","CT",0.123014218043374,1.32054616214264
"2433",3,"TKN","GB","Block2","CT",5.71153893642691,1.00519814654834
"2434",4,"pH","GB","Block2","CT",8.25438484121064,1.22880971928055
"2435",5,"TP","GB","Block2","CT",0.789534845933781,0.701247933554156
"2436",6,"OP","GB","Block2","CT",0.460561059564777,2.00159315662201
"2437",7,"EC","GB","Block2","CT",0.180039613324528,1.27224358659606
"2438",8,"TSS","GB","Block2","CT",1311.64438131376,1.40433272303862
"2439",9,"TDS","GB","Block2","CT",634.72468428004,1.43529020702762
"2440",1,"NO3","GBH","Block2","CT",9.44632123678831,1.17636551550858
"2441",2,"NO2","GBH","Block2","CT",0.106334687433595,0.907327785284906
"2442",3,"TKN","GBH","Block2","CT",5.0263703369605,0.696641745870688
"2443",4,"pH","GBH","Block2","CT",7.07428755161545,0.796492011816198
"2444",5,"TP","GBH","Block2","CT",0.834730339212733,0.839359235876315
"2445",6,"OP","GBH","Block2","CT",0.268567253704535,0.480288173665653
"2446",7,"EC","GBH","Block2","CT",0.159584919262989,0.925853768303507
"2447",8,"TSS","GBH","Block2","CT",1032.88827002875,0.769451931970132
"2448",9,"TDS","GBH","Block2","CT",498.264704951848,0.748866086996796
"2449",1,"NO3","LCS","Block1","MT",4.67925618462556,-0.291998746746919
"2450",2,"NO2","LCS","Block1","MT",0.0814805514963721,0.291591890165647
"2451",3,"TKN","LCS","Block1","MT",3.11011988997036,-0.166315694357432
"2452",4,"pH","LCS","Block1","MT",4.89007367367226,-0.00367450381755453
"2453",5,"TP","LCS","Block1","MT",0.557203393763279,-0.00872549746070546
"2454",6,"OP","LCS","Block1","MT",0.207150555756469,-0.00636048776632598
"2455",7,"EC","LCS","Block1","MT",0.110556590167484,0.0955840045277231
"2456",8,"TSS","LCS","Block1","MT",880.384767798704,0.422117684515613
"2457",9,"TDS","LCS","Block1","MT",376.831154411702,0.138028253940511
"2458",1,"NO3","ISCO","Block1","MT",0.928813861735161,-1.44722012810489
"2459",2,"NO2","ISCO","Block1","MT",0.00590640591731431,-1.58068056756653
"2460",3,"TKN","ISCO","Block1","MT",1.13498262222046,-1.05579201690902
"2461",4,"pH","ISCO","Block1","MT",2.08187315153658,-1.03243274479812
"2462",5,"TP","ISCO","Block1","MT",0.225093705733919,-1.02360769477267
"2463",6,"OP","ISCO","Block1","MT",0.0203642653070297,-1.48640258149675
"2464",7,"EC","ISCO","Block1","MT",0.0382064075562172,-1.12962946152326
"2465",8,"TSS","ISCO","Block1","MT",-63.8235937227931,-1.72836342505667
"2466",9,"TDS","ISCO","Block1","MT",281.949110924107,-0.339249578932813
"2467",1,"NO3","GB","Block1","MT",10.1466082782182,1.39206982281394
"2468",2,"NO2","GB","Block1","MT",0.119938460610706,1.24434740549478
"2469",3,"TKN","GB","Block1","MT",4.1098605321417,0.283903966029495
"2470",4,"pH","GB","Block1","MT",8.37332166288348,1.27238112185223
"2471",5,"TP","GB","Block1","MT",1.04204310101973,1.47287893980889
"2472",6,"OP","GB","Block1","MT",0.39890967700248,1.5130849202342
"2473",7,"EC","GB","Block1","MT",0.184540920235226,1.34847092483856
"2474",8,"TSS","GB","Block1","MT",1482.01043461034,1.7923498114875
"2475",9,"TDS","GB","Block1","MT",509.446794745176,0.805114491725264
"2476",1,"NO3","GBH","Block1","MT",6.89754825891301,0.391285573791257
"2477",2,"NO2","GBH","Block1","MT",0.0998083212868312,0.745643713410357
"2478",3,"TKN","GBH","Block1","MT",5.14930371968004,0.752003130097302
"2479",4,"pH","GBH","Block1","MT",6.94675681297351,0.749772307392646
"2480",5,"TP","GBH","Block1","MT",0.919784612620355,1.09927356839368
"2481",6,"OP","GBH","Block1","MT",0.197870211555265,-0.0798953281929941
"2482",7,"EC","GBH","Block1","MT",0.139856891351867,0.591769670890708
"2483",8,"TSS","GBH","Block1","MT",1320.78364427664,1.42514784516421
"2484",9,"TDS","GBH","Block1","MT",544.617501707851,0.982030989123037
"2485",1,"NO3","LCS","Block2","MT",2.48229443836204,-0.968712841993476
"2486",2,"NO2","LCS","Block2","MT",0.0582352827615214,-0.284285959214946
"2487",3,"TKN","LCS","Block2","MT",2.8655622480085,-0.276448916779962
"2488",4,"pH","LCS","Block2","MT",3.36690783316901,-0.561672196092788
"2489",5,"TP","LCS","Block2","MT",0.43595761544677,-0.379236164110634
"2490",6,"OP","LCS","Block2","MT",0.194649730499435,-0.105413515385542
"2491",7,"EC","LCS","Block2","MT",0.0650490100410068,-0.675063669963029
"2492",8,"TSS","LCS","Block2","MT",603.934384517158,-0.207511697311722
"2493",9,"TDS","LCS","Block2","MT",188.213327585836,-0.81076146769418
"2494",1,"NO3","ISCO","Block2","MT",1.32972687432207,-1.32372981834108
"2495",2,"NO2","ISCO","Block2","MT",0.000169582790440657,-1.72280451555202
"2496",3,"TKN","ISCO","Block2","MT",0.124254515745751,-1.51095973306012
"2497",4,"pH","ISCO","Block2","MT",0.595826461550011,-1.57683218022125
"2498",5,"TP","ISCO","Block2","MT",0.149766735743017,-1.25379670634544
"2499",6,"OP","ISCO","Block2","MT",0.022777559829032,-1.46728031364434
"2500",7,"EC","ISCO","Block2","MT",0.0199854339713929,-1.4381923620571
"2501",8,"TSS","ISCO","Block2","MT",223.467341975359,-1.07404415046914
"2502",9,"TDS","ISCO","Block2","MT",49.7729429262243,-1.50714746807715
"2503",1,"NO3","GB","Block2","MT",7.90874363991022,0.702756708203511
"2504",2,"NO2","GB","Block2","MT",0.103999593748153,0.849478218346651
"2505",3,"TKN","GB","Block2","MT",5.58890165654911,0.94997010822688
"2506",4,"pH","GB","Block2","MT",6.99831219606132,0.768659144283539
"2507",5,"TP","GB","Block2","MT",0.841870418208863,0.861178349626268
"2508",6,"OP","GB","Block2","MT",0.340036398226242,1.04658959782538
"2509",7,"EC","GB","Block2","MT",0.156798931038279,0.878674477720164
"2510",8,"TSS","GB","Block2","MT",1261.93278450791,1.29111210965049
"2511",9,"TDS","GB","Block2","MT",405.439276056546,0.281933484048807
"2512",1,"NO3","GBH","Block2","MT",6.74490733466895,0.344268703732826
"2513",2,"NO2","GBH","Block2","MT",0.0815476265664462,0.293253606687057
"2514",3,"TKN","GBH","Block2","MT",3.23355826807444,-0.110726892297704
"2515",4,"pH","GBH","Block2","MT",5.5247084956678,0.228818082803225
"2516",5,"TP","GBH","Block2","MT",0.692427067565437,0.404499723433178
"2517",6,"OP","GBH","Block2","MT",0.222228735104988,0.113114769646451
"2518",7,"EC","GBH","Block2","MT",0.117397335028789,0.21142853206571
"2519",8,"TSS","GBH","Block2","MT",901.441622006353,0.470075708449653
"2520",9,"TDS","GBH","Block2","MT",457.160260527582,0.542101567229249
"2521",1,"NO3","LCS","Block1","ST",6.0668175182942,0.135401645685789
"2522",2,"NO2","LCS","Block1","ST",0.0576986634308538,-0.29758015639571
"2523",3,"TKN","LCS","Block1","ST",4.50199794550677,0.460497740077513
"2524",4,"pH","LCS","Block1","ST",3.62716209087278,-0.466330460254277
"2525",5,"TP","LCS","Block1","ST",0.43335202458503,-0.38719849666031
"2526",6,"OP","LCS","Block1","ST",0.162703633804526,-0.358545411335075
"2527",7,"EC","LCS","Block1","ST",0.0943091427212792,-0.1795582367435
"2528",8,"TSS","LCS","Block1","ST",297.4140265176,-0.905626929542034
"2529",9,"TDS","LCS","Block1","ST",253.22222201966,-0.483752234836296
"2530",1,"NO3","ISCO","Block1","ST",0.992373891357856,-1.42764219598426
"2531",2,"NO2","ISCO","Block1","ST",-0.0134002446260473,-2.05898316412823
"2532",3,"TKN","ISCO","Block1","ST",0.148234098967758,-1.50016085247147
"2533",4,"pH","ISCO","Block1","ST",0.73465909386824,-1.5259721317708
"2534",5,"TP","ISCO","Block1","ST",-0.202894105870644,-2.33148044380726
"2535",6,"OP","ISCO","Block1","ST",0.0483936351792262,-1.26430572860797
"2536",7,"EC","ISCO","Block1","ST",0.0121451593388156,-1.57096341681703
"2537",8,"TSS","ISCO","Block1","ST",188.54665209059,-1.15357774389064
"2538",9,"TDS","ISCO","Block1","ST",85.883556502293,-1.32550303086005
"2539",1,"NO3","GB","Block1","ST",9.42389508632609,1.16945775202762
"2540",2,"NO2","GB","Block1","ST",0.0831460884386267,0.332853870971723
"2541",3,"TKN","GB","Block1","ST",5.04172931623207,0.703558454204681
"2542",4,"pH","GB","Block1","ST",6.93670561696497,0.746090144867575
