"event.count","analyte_abbr","treatment","block","method.name","result","duplicate"
"Irrigation 4","EC","CT","2","Low-Cost Sampler",0.136995299202133,FALSE
"Irrigation 4","EC","CT","2","Low-Cost Sampler",0.120628735491593,TRUE
"Irrigation 5","EC","CT","2","Low-Cost Sampler",0.103312822532382,FALSE
"Irrigation 5","EC","CT","2","Low-Cost Sampler",0.0915678488574756,TRUE
"Irrigation 1","TSS","CT","2","Low-Cost Sampler",1152.52471469895,FALSE
"Irrigation 1","TSS","CT","2","Low-Cost Sampler",991.180392878861,TRUE
"Irrigation 2","TSS","CT","2","Low-Cost Sampler",1113.46902404583,FALSE
"Irrigation 2","TSS","CT","2","Low-Cost Sampler",967.926949125168,TRUE
"Irrigation 3","TSS","CT","2","Low-Cost Sampler",1264.99018867843,FALSE
"Irrigation 3","TSS","CT","2","Low-Cost Sampler",1297.56889073578,TRUE
"Irrigation 4","TSS","CT","2","Low-Cost Sampler",550.728702674488,FALSE
"Irrigation 4","TSS","CT","2","Low-Cost Sampler",782.139126558946,TRUE
"Irrigation 5","TSS","CT","2","Low-Cost Sampler",410.748480804644,FALSE
"Irrigation 5","TSS","CT","2","Low-Cost Sampler",752.092887865647,TRUE
"Irrigation 1","TDS","CT","2","Low-Cost Sampler",587.670444004428,FALSE
"Irrigation 1","TDS","CT","2","Low-Cost Sampler",682.415418867288,TRUE
"Irrigation 2","TDS","CT","2","Low-Cost Sampler",471.917525990851,FALSE
"Irrigation 2","TDS","CT","2","Low-Cost Sampler",437.14004138209,TRUE
"Irrigation 3","TDS","CT","2","Low-Cost Sampler",465.943513894126,FALSE
"Irrigation 3","TDS","CT","2","Low-Cost Sampler",441.921670163573,TRUE
"Irrigation 4","TDS","CT","2","Low-Cost Sampler",441.119967362799,FALSE
"Irrigation 4","TDS","CT","2","Low-Cost Sampler",436.232930326839,TRUE
"Irrigation 5","TDS","CT","2","Low-Cost Sampler",403.873888437722,FALSE
"Irrigation 5","TDS","CT","2","Low-Cost Sampler",279.525384712059,TRUE
"Irrigation 1","NO3","MT","2","Low-Cost Sampler",8.65794138306155,FALSE
"Irrigation 1","NO3","MT","2","Low-Cost Sampler",7.78626355664409,TRUE
"Irrigation 2","NO3","MT","2","Low-Cost Sampler",6.94138080485193,FALSE
"Irrigation 2","NO3","MT","2","Low-Cost Sampler",5.75575195170251,TRUE
"Irrigation 3","NO3","MT","2","Low-Cost Sampler",7.00221341847085,FALSE
"Irrigation 3","NO3","MT","2","Low-Cost Sampler",5.69951755222292,TRUE
"Irrigation 4","NO3","MT","2","Low-Cost Sampler",5.58867824901277,FALSE
"Irrigation 4","NO3","MT","2","Low-Cost Sampler",4.52851914909385,TRUE
"Irrigation 5","NO3","MT","2","Low-Cost Sampler",4.81120478485111,FALSE
"Irrigation 5","NO3","MT","2","Low-Cost Sampler",3.82643622626688,TRUE
"Irrigation 1","NO2","MT","2","Low-Cost Sampler",0.0911025712801806,FALSE
"Irrigation 1","NO2","MT","2","Low-Cost Sampler",0.082608879174413,TRUE
"Irrigation 2","NO2","MT","2","Low-Cost Sampler",0.0685041757641299,FALSE
"Irrigation 2","NO2","MT","2","Low-Cost Sampler",0.0686164472461024,TRUE
"Irrigation 3","NO2","MT","2","Low-Cost Sampler",0.0760619264855308,FALSE
"Irrigation 3","NO2","MT","2","Low-Cost Sampler",0.0801155040798163,TRUE
"Irrigation 4","NO2","MT","2","Low-Cost Sampler",0.0657572318659349,FALSE
"Irrigation 4","NO2","MT","2","Low-Cost Sampler",0.0814003898446183,TRUE
"Irrigation 5","NO2","MT","2","Low-Cost Sampler",0.0593454652008471,FALSE
"Irrigation 5","NO2","MT","2","Low-Cost Sampler",0.0249104306647169,TRUE
"Irrigation 1","TKN","MT","2","Low-Cost Sampler",3.66498731425939,FALSE
"Irrigation 1","TKN","MT","2","Low-Cost Sampler",3.67366149875868,TRUE
"Irrigation 2","TKN","MT","2","Low-Cost Sampler",3.58547056995811,FALSE
"Irrigation 2","TKN","MT","2","Low-Cost Sampler",4.45180997893997,TRUE
"Irrigation 3","TKN","MT","2","Low-Cost Sampler",3.46495744070557,FALSE
"Irrigation 3","TKN","MT","2","Low-Cost Sampler",4.09327863222778,TRUE
"Irrigation 4","TKN","MT","2","Low-Cost Sampler",4.40776803956544,FALSE
"Irrigation 4","TKN","MT","2","Low-Cost Sampler",2.81575824442601,TRUE
"Irrigation 5","TKN","MT","2","Low-Cost Sampler",2.5198678118689,FALSE
"Irrigation 5","TKN","MT","2","Low-Cost Sampler",4.09898983484865,TRUE
"Irrigation 1","pH","MT","2","Low-Cost Sampler",6.66026582287887,FALSE
"Irrigation 1","pH","MT","2","Low-Cost Sampler",6.724657253709,TRUE
"Irrigation 2","pH","MT","2","Low-Cost Sampler",5.23128652885656,FALSE
"Irrigation 2","pH","MT","2","Low-Cost Sampler",5.3317793312753,TRUE
"Irrigation 3","pH","MT","2","Low-Cost Sampler",5.27525147306197,FALSE
"Irrigation 3","pH","MT","2","Low-Cost Sampler",5.3084534774004,TRUE
"Irrigation 4","pH","MT","2","Low-Cost Sampler",4.45585064928038,FALSE
"Irrigation 4","pH","MT","2","Low-Cost Sampler",4.59936872697124,TRUE
"Irrigation 5","pH","MT","2","Low-Cost Sampler",3.75766916540832,FALSE
"Irrigation 5","pH","MT","2","Low-Cost Sampler",3.83673839870908,TRUE
"Irrigation 1","TP","MT","2","Low-Cost Sampler",0.693846648152591,FALSE
"Irrigation 1","TP","MT","2","Low-Cost Sampler",0.820300788185301,TRUE
"Irrigation 2","TP","MT","2","Low-Cost Sampler",0.65818910028319,FALSE
"Irrigation 2","TP","MT","2","Low-Cost Sampler",0.658872209880037,TRUE
"Irrigation 3","TP","MT","2","Low-Cost Sampler",0.604453431032437,FALSE
"Irrigation 3","TP","MT","2","Low-Cost Sampler",0.696555776613559,TRUE
"Irrigation 4","TP","MT","2","Low-Cost Sampler",0.627418189521181,FALSE
"Irrigation 4","TP","MT","2","Low-Cost Sampler",0.53400353107498,TRUE
"Irrigation 5","TP","MT","2","Low-Cost Sampler",0.384539185942072,FALSE
"Irrigation 5","TP","MT","2","Low-Cost Sampler",0.541272862548991,TRUE
"Irrigation 1","OP","MT","2","Low-Cost Sampler",0.226831110346513,FALSE
"Irrigation 1","OP","MT","2","Low-Cost Sampler",0.240620379483281,TRUE
"Irrigation 2","OP","MT","2","Low-Cost Sampler",0.25075520429986,FALSE
"Irrigation 2","OP","MT","2","Low-Cost Sampler",0.253554087738382,TRUE
"Irrigation 3","OP","MT","2","Low-Cost Sampler",0.339672910828568,FALSE
"Irrigation 3","OP","MT","2","Low-Cost Sampler",0.164346546050044,TRUE
"Irrigation 4","OP","MT","2","Low-Cost Sampler",0.14443399644908,FALSE
"Irrigation 4","OP","MT","2","Low-Cost Sampler",0.156994657691188,TRUE
"Irrigation 5","OP","MT","2","Low-Cost Sampler",0.211542625215131,FALSE
"Irrigation 5","OP","MT","2","Low-Cost Sampler",0.191766310905962,TRUE
"Irrigation 1","EC","MT","2","Low-Cost Sampler",0.150024300602414,FALSE
"Irrigation 1","EC","MT","2","Low-Cost Sampler",0.148603260262653,TRUE
"Irrigation 2","EC","MT","2","Low-Cost Sampler",0.113609401691033,FALSE
"Irrigation 2","EC","MT","2","Low-Cost Sampler",0.120359245113881,TRUE
"Irrigation 3","EC","MT","2","Low-Cost Sampler",0.118959433466636,FALSE
"Irrigation 3","EC","MT","2","Low-Cost Sampler",0.108567354553091,TRUE
"Irrigation 4","EC","MT","2","Low-Cost Sampler",0.106786895957524,FALSE
"Irrigation 4","EC","MT","2","Low-Cost Sampler",0.102616605120655,TRUE
"Irrigation 5","EC","MT","2","Low-Cost Sampler",0.0796845360989904,FALSE
"Irrigation 5","EC","MT","2","Low-Cost Sampler",0.0718322647250194,TRUE
"Irrigation 1","TSS","MT","2","Low-Cost Sampler",1119.65633770146,FALSE
"Irrigation 1","TSS","MT","2","Low-Cost Sampler",1368.95466633364,TRUE
"Irrigation 2","TSS","MT","2","Low-Cost Sampler",700.61751323813,FALSE
"Irrigation 2","TSS","MT","2","Low-Cost Sampler",792.71568122776,TRUE
"Irrigation 3","TSS","MT","2","Low-Cost Sampler",853.328487739731,FALSE
"Irrigation 3","TSS","MT","2","Low-Cost Sampler",1221.37082461963,TRUE
"Irrigation 4","TSS","MT","2","Low-Cost Sampler",407.112125809569,FALSE
"Irrigation 4","TSS","MT","2","Low-Cost Sampler",646.810451972498,TRUE
"Irrigation 5","TSS","MT","2","Low-Cost Sampler",602.156067919973,FALSE
"Irrigation 5","TSS","MT","2","Low-Cost Sampler",569.640388921853,TRUE
"Irrigation 1","TDS","MT","2","Low-Cost Sampler",407.686524009327,FALSE
"Irrigation 1","TDS","MT","2","Low-Cost Sampler",465.39590678808,TRUE
"Irrigation 2","TDS","MT","2","Low-Cost Sampler",352.476393638527,FALSE
"Irrigation 2","TDS","MT","2","Low-Cost Sampler",329.9343562005,TRUE
"Irrigation 3","TDS","MT","2","Low-Cost Sampler",377.778430619574,FALSE
"Irrigation 3","TDS","MT","2","Low-Cost Sampler",441.8375216372,TRUE
"Irrigation 4","TDS","MT","2","Low-Cost Sampler",295.165096747823,FALSE
"Irrigation 4","TDS","MT","2","Low-Cost Sampler",351.711723013991,TRUE
"Irrigation 5","TDS","MT","2","Low-Cost Sampler",297.528266728431,FALSE
"Irrigation 5","TDS","MT","2","Low-Cost Sampler",286.755770828595,TRUE
"Irrigation 1","NO3","ST","2","Low-Cost Sampler",6.27612027769376,FALSE
"Irrigation 1","NO3","ST","2","Low-Cost Sampler",6.96752570753391,TRUE
"Irrigation 2","NO3","ST","2","Low-Cost Sampler",4.84806069252681,FALSE
"Irrigation 2","NO3","ST","2","Low-Cost Sampler",4.29104316306534,TRUE
"Irrigation 3","NO3","ST","2","Low-Cost Sampler",4.22606287810259,FALSE
"Irrigation 3","NO3","ST","2","Low-Cost Sampler",4.87369499362595,TRUE
"Irrigation 4","NO3","ST","2","Low-Cost Sampler",4.01052985464831,FALSE
"Irrigation 4","NO3","ST","2","Low-Cost Sampler",3.23902427086699,TRUE
"Irrigation 5","NO3","ST","2","Low-Cost Sampler",4.31387585434858,FALSE
"Irrigation 5","NO3","ST","2","Low-Cost Sampler",1.4359849073597,TRUE
"Irrigation 1","NO2","ST","2","Low-Cost Sampler",0.079696475015715,FALSE
"Irrigation 1","NO2","ST","2","Low-Cost Sampler",0.0670235809555292,TRUE
"Irrigation 2","NO2","ST","2","Low-Cost Sampler",0.0586184342756847,FALSE
"Irrigation 2","NO2","ST","2","Low-Cost Sampler",0.0534082252264519,TRUE
"Irrigation 3","NO2","ST","2","Low-Cost Sampler",0.0671011104496684,FALSE
"Irrigation 3","NO2","ST","2","Low-Cost Sampler",0.030841991016431,TRUE
"Irrigation 4","NO2","ST","2","Low-Cost Sampler",0.0359802582713693,FALSE
"Irrigation 4","NO2","ST","2","Low-Cost Sampler",0.0294889137475635,TRUE
"Irrigation 5","NO2","ST","2","Low-Cost Sampler",0.0311241044855078,FALSE
"Irrigation 5","NO2","ST","2","Low-Cost Sampler",0.0300287138848973,TRUE
"Irrigation 1","TKN","ST","2","Low-Cost Sampler",1.51711028083708,FALSE
"Irrigation 1","TKN","ST","2","Low-Cost Sampler",3.31089382998111,TRUE
"Irrigation 2","TKN","ST","2","Low-Cost Sampler",4.445155207773,FALSE
"Irrigation 2","TKN","ST","2","Low-Cost Sampler",2.76411390896997,TRUE
"Irrigation 3","TKN","ST","2","Low-Cost Sampler",4.84117616190767,FALSE
"Irrigation 3","TKN","ST","2","Low-Cost Sampler",3.69753327376347,TRUE
"Irrigation 4","TKN","ST","2","Low-Cost Sampler",3.55924347812774,FALSE
"Irrigation 4","TKN","ST","2","Low-Cost Sampler",4.70118613362474,TRUE
"Irrigation 5","TKN","ST","2","Low-Cost Sampler",-1.01671960147533,FALSE
"Irrigation 5","TKN","ST","2","Low-Cost Sampler",3.86544833051035,TRUE
"Irrigation 1","pH","ST","2","Low-Cost Sampler",5.08633015200937,FALSE
"Irrigation 1","pH","ST","2","Low-Cost Sampler",5.1549049217085,TRUE
"Irrigation 2","pH","ST","2","Low-Cost Sampler",3.71523229145161,FALSE
"Irrigation 2","pH","ST","2","Low-Cost Sampler",3.97332052137956,TRUE
"Irrigation 3","pH","ST","2","Low-Cost Sampler",3.8808372600895,FALSE
"Irrigation 3","pH","ST","2","Low-Cost Sampler",3.98250163052877,TRUE
"Irrigation 4","pH","ST","2","Low-Cost Sampler",3.17562767972217,FALSE
"Irrigation 4","pH","ST","2","Low-Cost Sampler",3.11132577078434,TRUE
"Irrigation 5","pH","ST","2","Low-Cost Sampler",2.69355160647139,FALSE
"Irrigation 5","pH","ST","2","Low-Cost Sampler",2.43833756061693,TRUE
"Irrigation 1","TP","ST","2","Low-Cost Sampler",0.632562219768594,FALSE
"Irrigation 1","TP","ST","2","Low-Cost Sampler",0.606467668880214,TRUE
"Irrigation 2","TP","ST","2","Low-Cost Sampler",0.487945796976301,FALSE
"Irrigation 2","TP","ST","2","Low-Cost Sampler",0.465790858428988,TRUE
"Irrigation 3","TP","ST","2","Low-Cost Sampler",0.505854839056361,FALSE
"Irrigation 3","TP","ST","2","Low-Cost Sampler",0.509148648246316,TRUE
"Irrigation 4","TP","ST","2","Low-Cost Sampler",0.394129825604773,FALSE
"Irrigation 4","TP","ST","2","Low-Cost Sampler",0.366086537628815,TRUE
"Irrigation 5","TP","ST","2","Low-Cost Sampler",0.31941278723537,FALSE
"Irrigation 5","TP","ST","2","Low-Cost Sampler",0.363272100967355,TRUE
"Irrigation 1","OP","ST","2","Low-Cost Sampler",0.205898510344185,FALSE
"Irrigation 1","OP","ST","2","Low-Cost Sampler",0.274268463054487,TRUE
"Irrigation 2","OP","ST","2","Low-Cost Sampler",0.121453851747038,FALSE
"Irrigation 2","OP","ST","2","Low-Cost Sampler",0.226211693218376,TRUE
"Irrigation 3","OP","ST","2","Low-Cost Sampler",0.101019919425346,FALSE
"Irrigation 3","OP","ST","2","Low-Cost Sampler",0.151816738180589,TRUE
"Irrigation 4","OP","ST","2","Low-Cost Sampler",0.136521534214782,FALSE
"Irrigation 4","OP","ST","2","Low-Cost Sampler",0.104973627965419,TRUE
"Irrigation 5","OP","ST","2","Low-Cost Sampler",0.130702545214573,FALSE
"Irrigation 5","OP","ST","2","Low-Cost Sampler",0.0363622842238174,TRUE
"Irrigation 1","EC","ST","2","Low-Cost Sampler",0.0992354671272639,FALSE
"Irrigation 1","EC","ST","2","Low-Cost Sampler",0.0963527547961126,TRUE
"Irrigation 2","EC","ST","2","Low-Cost Sampler",0.0833439903453348,FALSE
"Irrigation 2","EC","ST","2","Low-Cost Sampler",0.0730760390490704,TRUE
"Irrigation 3","EC","ST","2","Low-Cost Sampler",0.0812102043196325,FALSE
"Irrigation 3","EC","ST","2","Low-Cost Sampler",0.103758133231517,TRUE
"Irrigation 4","EC","ST","2","Low-Cost Sampler",0.0765905317145523,FALSE
"Irrigation 4","EC","ST","2","Low-Cost Sampler",0.0702549633588232,TRUE
"Irrigation 5","EC","ST","2","Low-Cost Sampler",0.0599670831364008,FALSE
"Irrigation 5","EC","ST","2","Low-Cost Sampler",0.0609441553566907,TRUE
"Irrigation 1","TSS","ST","2","Low-Cost Sampler",456.816700385516,FALSE
"Irrigation 1","TSS","ST","2","Low-Cost Sampler",705.791317492496,TRUE
"Irrigation 2","TSS","ST","2","Low-Cost Sampler",691.546817526617,FALSE
"Irrigation 2","TSS","ST","2","Low-Cost Sampler",614.686504685075,TRUE
"Irrigation 3","TSS","ST","2","Low-Cost Sampler",824.181443669771,FALSE
"Irrigation 3","TSS","ST","2","Low-Cost Sampler",516.135594264457,TRUE
"Irrigation 4","TSS","ST","2","Low-Cost Sampler",834.688498052838,FALSE
"Irrigation 4","TSS","ST","2","Low-Cost Sampler",378.838710684833,TRUE
"Irrigation 5","TSS","ST","2","Low-Cost Sampler",428.349024671127,FALSE
"Irrigation 5","TSS","ST","2","Low-Cost Sampler",679.418778113547,TRUE
"Irrigation 1","TDS","ST","2","Low-Cost Sampler",324.173756787717,FALSE
"Irrigation 1","TDS","ST","2","Low-Cost Sampler",431.777907230608,TRUE
"Irrigation 2","TDS","ST","2","Low-Cost Sampler",340.703213950684,FALSE
"Irrigation 2","TDS","ST","2","Low-Cost Sampler",226.904145553584,TRUE
"Irrigation 3","TDS","ST","2","Low-Cost Sampler",244.939624359838,FALSE
"Irrigation 3","TDS","ST","2","Low-Cost Sampler",254.628451742131,TRUE
"Irrigation 4","TDS","ST","2","Low-Cost Sampler",219.677307171231,FALSE
"Irrigation 4","TDS","ST","2","Low-Cost Sampler",239.379038083726,TRUE
"Irrigation 5","TDS","ST","2","Low-Cost Sampler",129.064048742436,FALSE
"Irrigation 5","TDS","ST","2","Low-Cost Sampler",159.353191356635,TRUE
"Irrigation 1","NO3","CT","1","Grab Sample",11.9326466032633,FALSE
"Irrigation 1","NO3","CT","1","Grab Sample",10.6294056274999,TRUE
"Irrigation 2","NO3","CT","1","Grab Sample",9.3149190499725,FALSE
"Irrigation 2","NO3","CT","1","Grab Sample",8.92363704709538,TRUE
"Irrigation 3","NO3","CT","1","Grab Sample",8.21348156755828,FALSE
"Irrigation 3","NO3","CT","1","Grab Sample",9.0296846420039,TRUE
"Irrigation 4","NO3","CT","1","Grab Sample",8.57624266648309,FALSE
"Irrigation 4","NO3","CT","1","Grab Sample",8.47760126394696,TRUE
"Irrigation 5","NO3","CT","1","Grab Sample",8.75436296823814,FALSE
"Irrigation 5","NO3","CT","1","Grab Sample",7.61128499569292,TRUE
"Irrigation 1","NO2","CT","1","Grab Sample",0.132691572241914,FALSE
"Irrigation 1","NO2","CT","1","Grab Sample",0.126688191259123,TRUE
"Irrigation 2","NO2","CT","1","Grab Sample",0.132990478835054,FALSE
"Irrigation 2","NO2","CT","1","Grab Sample",0.116387493868702,TRUE
"Irrigation 3","NO2","CT","1","Grab Sample",0.121295201820191,FALSE
"Irrigation 3","NO2","CT","1","Grab Sample",0.125826057748633,TRUE
"Irrigation 4","NO2","CT","1","Grab Sample",0.108728131522148,FALSE
"Irrigation 4","NO2","CT","1","Grab Sample",0.11546768192314,TRUE
"Irrigation 5","NO2","CT","1","Grab Sample",0.0980748350867603,FALSE
"Irrigation 5","NO2","CT","1","Grab Sample",0.102472010959202,TRUE
"Irrigation 1","TKN","CT","1","Grab Sample",7.12630346182538,FALSE
"Irrigation 1","TKN","CT","1","Grab Sample",5.05748370896652,TRUE
"Irrigation 2","TKN","CT","1","Grab Sample",6.07621437831284,FALSE
"Irrigation 2","TKN","CT","1","Grab Sample",6.37679701588003,TRUE
"Irrigation 3","TKN","CT","1","Grab Sample",4.53271017782808,FALSE
"Irrigation 3","TKN","CT","1","Grab Sample",6.67614051062906,TRUE
"Irrigation 4","TKN","CT","1","Grab Sample",4.48357315133515,FALSE
"Irrigation 4","TKN","CT","1","Grab Sample",6.09144428213017,TRUE
"Irrigation 5","TKN","CT","1","Grab Sample",5.63413347734886,FALSE
"Irrigation 5","TKN","CT","1","Grab Sample",4.99540404415466,TRUE
"Irrigation 1","pH","CT","1","Grab Sample",9.68117903941064,FALSE
"Irrigation 1","pH","CT","1","Grab Sample",9.72530683872026,TRUE
"Irrigation 2","pH","CT","1","Grab Sample",8.17903011278947,FALSE
"Irrigation 2","pH","CT","1","Grab Sample",8.51349894621527,TRUE
"Irrigation 3","pH","CT","1","Grab Sample",8.38168796902936,FALSE
"Irrigation 3","pH","CT","1","Grab Sample",8.37005832699527,TRUE
"Irrigation 4","pH","CT","1","Grab Sample",7.81064818472569,FALSE
"Irrigation 4","pH","CT","1","Grab Sample",7.70457348709032,TRUE
"Irrigation 5","pH","CT","1","Grab Sample",6.9988659878081,FALSE
"Irrigation 5","pH","CT","1","Grab Sample",6.80659097066689,TRUE
"Irrigation 1","TP","CT","1","Grab Sample",1.1047693710745,FALSE
"Irrigation 1","TP","CT","1","Grab Sample",1.15153977791811,TRUE
"Irrigation 2","TP","CT","1","Grab Sample",0.981418761795886,FALSE
"Irrigation 2","TP","CT","1","Grab Sample",0.873743249774994,TRUE
"Irrigation 3","TP","CT","1","Grab Sample",1.02483426340204,FALSE
"Irrigation 3","TP","CT","1","Grab Sample",0.885508823243692,TRUE
"Irrigation 4","TP","CT","1","Grab Sample",0.913003651436774,FALSE
"Irrigation 4","TP","CT","1","Grab Sample",0.864989315692898,TRUE
"Irrigation 5","TP","CT","1","Grab Sample",0.742971510053864,FALSE
"Irrigation 5","TP","CT","1","Grab Sample",0.923340544860445,TRUE
"Irrigation 1","OP","CT","1","Grab Sample",0.370285823000255,FALSE
"Irrigation 1","OP","CT","1","Grab Sample",0.404700275489534,TRUE
"Irrigation 2","OP","CT","1","Grab Sample",0.321622711745071,FALSE
"Irrigation 2","OP","CT","1","Grab Sample",0.28711385075361,TRUE
"Irrigation 3","OP","CT","1","Grab Sample",0.358898411421227,FALSE
"Irrigation 3","OP","CT","1","Grab Sample",0.365968992347924,TRUE
"Irrigation 4","OP","CT","1","Grab Sample",0.27584482646972,FALSE
"Irrigation 4","OP","CT","1","Grab Sample",0.378356055218603,TRUE
"Irrigation 5","OP","CT","1","Grab Sample",0.301348338292874,FALSE
"Irrigation 5","OP","CT","1","Grab Sample",0.318068955085579,TRUE
"Irrigation 1","EC","CT","1","Grab Sample",0.204336050093515,FALSE
"Irrigation 1","EC","CT","1","Grab Sample",0.219864229214992,TRUE
"Irrigation 2","EC","CT","1","Grab Sample",0.187350584981585,FALSE
"Irrigation 2","EC","CT","1","Grab Sample",0.180685996297717,TRUE
"Irrigation 3","EC","CT","1","Grab Sample",0.19807210720446,FALSE
"Irrigation 3","EC","CT","1","Grab Sample",0.200326256435137,TRUE
"Irrigation 4","EC","CT","1","Grab Sample",0.165676814700055,FALSE
"Irrigation 4","EC","CT","1","Grab Sample",0.172610531971025,TRUE
"Irrigation 5","EC","CT","1","Grab Sample",0.143326296830645,FALSE
"Irrigation 5","EC","CT","1","Grab Sample",0.136836508401663,TRUE
"Irrigation 1","TSS","CT","1","Grab Sample",1130.49413128456,FALSE
"Irrigation 1","TSS","CT","1","Grab Sample",1333.62648353065,TRUE
"Irrigation 2","TSS","CT","1","Grab Sample",984.283720214807,FALSE
"Irrigation 2","TSS","CT","1","Grab Sample",1275.02863218757,TRUE
"Irrigation 3","TSS","CT","1","Grab Sample",906.235225819822,FALSE
"Irrigation 3","TSS","CT","1","Grab Sample",993.67986371848,TRUE
"Irrigation 4","TSS","CT","1","Grab Sample",887.122958899419,FALSE
"Irrigation 4","TSS","CT","1","Grab Sample",981.082180574447,TRUE
"Irrigation 5","TSS","CT","1","Grab Sample",1075.33761525077,FALSE
"Irrigation 5","TSS","CT","1","Grab Sample",758.729952320017,TRUE
"Irrigation 1","TDS","CT","1","Grab Sample",655.30696485604,FALSE
"Irrigation 1","TDS","CT","1","Grab Sample",784.158376141838,TRUE
"Irrigation 2","TDS","CT","1","Grab Sample",694.881613843763,FALSE
"Irrigation 2","TDS","CT","1","Grab Sample",591.597215671421,TRUE
"Irrigation 3","TDS","CT","1","Grab Sample",529.417972230992,FALSE
"Irrigation 3","TDS","CT","1","Grab Sample",564.123747502609,TRUE
"Irrigation 4","TDS","CT","1","Grab Sample",577.074765349776,FALSE
"Irrigation 4","TDS","CT","1","Grab Sample",574.992471349523,TRUE
"Irrigation 5","TDS","CT","1","Grab Sample",462.897644378984,FALSE
"Irrigation 5","TDS","CT","1","Grab Sample",508.34211832127,TRUE
"Irrigation 1","NO3","MT","1","Grab Sample",9.84215069929677,FALSE
"Irrigation 1","NO3","MT","1","Grab Sample",10.7284333559809,TRUE
"Irrigation 2","NO3","MT","1","Grab Sample",8.47570954169915,FALSE
"Irrigation 2","NO3","MT","1","Grab Sample",7.80835009518774,TRUE
"Irrigation 3","NO3","MT","1","Grab Sample",7.43633502357789,FALSE
"Irrigation 3","NO3","MT","1","Grab Sample",8.32089284009266,TRUE
"Irrigation 4","NO3","MT","1","Grab Sample",8.93187771516693,FALSE
"Irrigation 4","NO3","MT","1","Grab Sample",8.21119076558756,TRUE
"Irrigation 5","NO3","MT","1","Grab Sample",5.1809516925801,FALSE
"Irrigation 5","NO3","MT","1","Grab Sample",6.58707283439355,TRUE
"Irrigation 1","NO2","MT","1","Grab Sample",0.10808621214233,FALSE
"Irrigation 1","NO2","MT","1","Grab Sample",0.110269446096848,TRUE
"Irrigation 2","NO2","MT","1","Grab Sample",0.0853648949697566,FALSE
"Irrigation 2","NO2","MT","1","Grab Sample",0.11110977262609,TRUE
"Irrigation 3","NO2","MT","1","Grab Sample",0.112234139955867,FALSE
"Irrigation 3","NO2","MT","1","Grab Sample",0.0900022531833125,TRUE
"Irrigation 4","NO2","MT","1","Grab Sample",0.078776685239854,FALSE
"Irrigation 4","NO2","MT","1","Grab Sample",0.078702359615361,TRUE
"Irrigation 5","NO2","MT","1","Grab Sample",0.0832462041320359,FALSE
"Irrigation 5","NO2","MT","1","Grab Sample",0.0811928137031586,TRUE
"Irrigation 1","TKN","MT","1","Grab Sample",5.20316905860367,FALSE
"Irrigation 1","TKN","MT","1","Grab Sample",6.01015897268622,TRUE
"Irrigation 2","TKN","MT","1","Grab Sample",4.3456831515256,FALSE
"Irrigation 2","TKN","MT","1","Grab Sample",5.53096567330756,TRUE
"Irrigation 3","TKN","MT","1","Grab Sample",6.58346098331061,FALSE
"Irrigation 3","TKN","MT","1","Grab Sample",4.44571363146252,TRUE
"Irrigation 4","TKN","MT","1","Grab Sample",2.76234435420977,FALSE
"Irrigation 4","TKN","MT","1","Grab Sample",5.90814792135331,TRUE
"Irrigation 5","TKN","MT","1","Grab Sample",4.66390278614505,FALSE
"Irrigation 5","TKN","MT","1","Grab Sample",4.89671046581897,TRUE
"Irrigation 1","pH","MT","1","Grab Sample",8.22188526913079,FALSE
"Irrigation 1","pH","MT","1","Grab Sample",8.30851257043122,TRUE
"Irrigation 2","pH","MT","1","Grab Sample",6.95668149655874,FALSE
"Irrigation 2","pH","MT","1","Grab Sample",6.94986290726668,TRUE
"Irrigation 3","pH","MT","1","Grab Sample",6.90018053598898,FALSE
"Irrigation 3","pH","MT","1","Grab Sample",6.9621342196226,TRUE
"Irrigation 4","pH","MT","1","Grab Sample",6.17920493633542,FALSE
"Irrigation 4","pH","MT","1","Grab Sample",6.26640718901634,TRUE
"Irrigation 5","pH","MT","1","Grab Sample",5.73038178853877,FALSE
"Irrigation 5","pH","MT","1","Grab Sample",5.64769779555728,TRUE
"Irrigation 1","TP","MT","1","Grab Sample",0.789470675721757,FALSE
"Irrigation 1","TP","MT","1","Grab Sample",1.20464141584949,TRUE
"Irrigation 2","TP","MT","1","Grab Sample",0.753892913369723,FALSE
"Irrigation 2","TP","MT","1","Grab Sample",0.797716576088684,TRUE
"Irrigation 3","TP","MT","1","Grab Sample",0.731569144815836,FALSE
"Irrigation 3","TP","MT","1","Grab Sample",0.935291634320449,TRUE
"Irrigation 4","TP","MT","1","Grab Sample",0.565327412526477,FALSE
"Irrigation 4","TP","MT","1","Grab Sample",0.778615960084925,TRUE
"Irrigation 5","TP","MT","1","Grab Sample",0.566907525570861,FALSE
"Irrigation 5","TP","MT","1","Grab Sample",0.523472136096261,TRUE
"Irrigation 1","OP","MT","1","Grab Sample",0.349832401715614,FALSE
"Irrigation 1","OP","MT","1","Grab Sample",0.303402232338727,TRUE
"Irrigation 2","OP","MT","1","Grab Sample",0.307288652720984,FALSE
"Irrigation 2","OP","MT","1","Grab Sample",0.340899501503292,TRUE
"Irrigation 3","OP","MT","1","Grab Sample",0.320987653708066,FALSE
"Irrigation 3","OP","MT","1","Grab Sample",0.225507350570301,TRUE
"Irrigation 4","OP","MT","1","Grab Sample",0.269481416272128,FALSE
